field_1,Name,Hanzi,Polity,location,Latitude,Longitude,field_8,field_9,field_10
,Zhiyuan,直轅,Chu,"P, S of Xinyang 信陽, Henan, and to be identified with modern Wushengguan 武勝關",32.1471399,114.09279,Ding 4.3,,
,Zhong,鐘,Cao,"Dingtao Co 定陶縣, Shandong",35.0709499,115.57298,Ai 7.5,,
,Zhongcheng,中城,Lu,Unk,40.7011879,-99.1014292,"Cheng 9.14(C), 9.13; Ding 6.6(C)",,
,Zhongchou,中犫,Chu,"P, Nanyang 南陽, Henan",32.68649,112.60989,See Zhao 13.2,,
,Zhongfen,中分,"Zheng, cap","Xinzheng Co 新鄭縣, Henan",34.39603,113.73097,Xuan 9.8,,
,Zhongli,鍾離,Chu,"NE of Fengyang Co 鳳陽縣, Anhui",32.82561,117.55224,"Cheng 15.12(C), 15.8; Xiang 10.1; Zhao 4.7, 23.5, 24.9.",,
,Zhongmou . .,中牟,Jin,"W of Tangyin Co 湯陰縣, Henan; P, between Xingtai City 邢台市 and Handan City 邯鄲市, Hebei.",35.9213799,114.35723,Ding 9.4; Ai 5.2.,,
,Zhongnan (mountain).,中南,,Zhongnanshan 終南山.,33.883092,108.978515,Zhao 4.1,,
,Zhongqiu,中丘,Lu,"NE of Linyi Co 臨沂縣, Shandong",35.1046499,118.3564599,"Yin 7.2, 7.3(C), 10.1, 10.1(C)",,
,Zhongren,中人,Wei,"NW of Tang Co 唐縣, Hebei",38.7478999,114.98295,Zhao 13.4,,
,Zhongshan,中山.,,"Dom of non-Sinitic Xianyu origin that survived into the Warring States period and was located near Pingshan Co 平山縣, Hebei.",38.24647,114.20301,Ding 4.1; Ai 3.1.,,
,Zhongwu . .,鍾吾,Dom,"NE of Suqian Co 宿遷縣, Jiangsu.",34.02892,118.68783,"Zhao 27.2, 30.3.",,
,Zhou,州 (1),"Dom, later Chu","E of Jianli Co 監利縣, Hubei",29.5578799,113.20621,Huan 11.2; Ai 17.4,,
,Zhou,州 (2),"Zhou, later Jin","SE of Qinyang Co 沁陽縣, Henan",35.0875999,112.9506,"Yin 11.5; Zhao 3.4, 7.8; Ding 8.3",,
,Zhoulai . .,州來,Chu,"Fengtai Co 鳳台縣, Anhui.",32.7729699,116.61397,"Cheng 7.8(C), 7.5; Xiang 26.1; Zhao 4.7, 9.2, 12.11, 13.11(C), 13.8, 19.9, 23.5; Ai 2.7(C), 2.4. See map 4.",,
,Zhouqu,州屈,Chu,"W of Fengyang Co 鳳陽縣, Anhui",32.82561,117.55224,Zhao 25.11,,
,Zhoushi zhi wang,周氏之汪,Zheng,Unk,40.7011879,-99.1014292,Huan 15.2; Xi 33.9,,
,Zhoushou,周首,Qi,"E of Dong’e Co 東阿縣, Shandong",36.3350299,116.24773,Wen 11.5,,
,Zhu,著,Jin,Unk,40.7011879,-99.1014292,Xiang 21.5,,
,Zhu . .,諸,Lu,"SW of Zhucheng Co 諸城縣, Shandong.",36.06616,119.25887,"Zhuang 29.5(C), 29.4; Wen 12.8(C), 12.7.",,
,"Zhù . ,  ;",鑄,Dom,"CN Ren 任. S of Feicheng Co 肥城縣, Shandong.",36.13762,116.57356,Xiang 23.5,,
,Zhu,洙 (river),Lu,Unk,40.7011879,-99.1014292,Zhuang 9.7(C),,
,Zhuanling,鄟陵,Qi(?),Unk,40.7011879,-99.1014292,"Zhao 26.4(C), 26.6",,
,Zhuanyu,顓臾,Lu,"NW of Fei Co 費縣, Shandong",35.278287,117.979969,Xi 21.4,,
,Zhufang,朱方,Wu,"E of Zhenjiang City 鎮江市, Jiangsu",32.05554,119.46344,"Xiang 28.9; Zhao 4.4, 4.7",,
,Zhufu,諸浮,Jin,Unk,40.7011879,-99.1014292,Wen 13.2,,
,Zhuke,祝柯,Qi,"NE of Changqing Co 長清縣, Shandong",36.54514787,116.8559587,Xiang 19.1(C),,
,Zhuo,禚,Qi,"Changqing Co 長清縣, Shandong",36.5566699,116.74272,"Zhuang 2.4(C), 2.1, 4.7(C); Ding 9.4; Ai 15.4.",,
,Zhuoling . .,汋陵,Song,"S of Ningling Co 寧陵縣, Henan.",34.573815,115.318084,Cheng 16.3,,
,Zhuo Slope,汋陂,Song,"Between Ningling Co 寧陵縣 and Shangqiu City 商丘市, Henan",34.4545399,115.30516,Cheng 16.3.,,
,Zhuqi . .,祝其,Qi,"Same place as Jiagu 夾谷. Jiaguyu 夾谷峪, Laiwu Co 萊蕪縣, Shandong.",36.2546,117.75535,Ding 10.2.,,
,Zhuqiu . .,祝丘,Lu,"E of Linyi Co 臨沂縣, Shandong.",35.1046499,118.3564599,Huan 5.5(C); Zhuang 4.1(C),,
,Zhuyong,著雍,Jin,Unk,40.7011879,-99.1014292,"Xiang 10.2, 19.1; Zhao 13.4",,
,Zhuxia,邾瑕,Dom,Unk,40.7011879,-99.1014292,Ai 6.1(C),,
,Zi .,茲,,"SW of Anqiu Co 安丘縣, Shandong.",36.36104,119.16773,"Zhao 5.4(C), 5.6.",,
,Zi,訾 (1),Zheng,"SW of Hua Co 滑縣, Henan",35.5753399,114.5193,Wen 1.5,,
,Zi,訾 (2),Zheng,"Between Xinzheng Co 新鄭縣 and Xuchang City 許昌市, Henan",34.39603,113.73097,Cheng 13.4.,,
,Zi . .,鄑,Ji,"NW of Changyi Co 昌邑縣, Shandong.",36.9598,119.38951,Zhuang 1.8(C),,
,Ziliang,訾梁,Chu,"Xinyang Co 信陽縣, Henan",32.1471399,114.09279,Zhao 13.2,,
,Zilou,訾婁 (1),Zheng,"SW of Hua Co 滑縣, Henan",35.5753399,114.5193,Xi 18.4,,
,Zilou,訾婁 (2),Zhu,Unk,40.7011879,-99.1014292,"Xi 33.6(C), 33.5",,
,Ziwu,訾毋,Song,"S of Luyi Co 鹿邑縣, Henan",33.8600899,115.48443,Xiang 10.3,,
,Zizhi,訾枝,Chu,"Zhijiang Co 枝江縣, Hubei",30.53796,111.56531,Wen 16.4,,
,Zong,宗,Dom,"Between ancient Longshucheng 龍舒城, E of Lujiang Co 廬江縣, and Shucheng Co 舒城縣, Anhui",31.341081,117.17666,Wen 12.3,,
,Zongchuan .,鬷川,,"N of Dingtao Co 定陶縣, Shandong.",35.0709499,115.57298,Zhao 29.4.,,
,Zongqiu,宗丘,Chu,"Zigui Co 秭歸縣, Hubei",30.8257799,110.97768,Zhao 14.3,,
,Zuili,檇李,Wu,"Jiayu Co 嘉與縣, Zhejiang",30.2655499,120.1536,"Ding 14.4(C), 14.5; Ai 1.2. See map 4",,
,Zuo,柞,Lu,"Laiwu Co 萊蕪縣, Shandong",36.2546,117.75535,Zhao 7.5,,
,Zuo,胙,Dom,"N of Yanjin Co 延津縣, Henan",35.1419399,114.20515,Xi 24.2; Xiang 12.3,,
,Zuoxiang . .,左巷,Zhou,"E of Luoyang City 洛陽市, Henan.",34.6181299,112.45402,Zhao 23.3.,,
