ogc_fid,field_1,name,hanzi,polity,location,latitude,longitude,entries,field_9,field_10,GEOMETRY,years
301,,Jian,餞,Zhou,Unk,35.777570000000054,117.80172000000002,Zhao 22.5,,,b'\x00\x01\xe6\x10\x00\x00\x017\xe6\xd0}\xc6X\xc0\xeblm\x86\xc0YD@\x017\xe6\xd0}\xc6X\xc0\xeblm\x86\xc0YD@|\x01\x00\x00\x00\x017\xe6\xd0}\xc6X\xc0\xeblm\x86\xc0YD@\xfe',518
302,,Jiancheng,簡城,"Zhou, near Wangcheng 王城",Unk,40.7011879,-99.1014292,Ding 8.2,,,b'\x00\x01\xe6\x10\x00\x00\x017\xe6\xd0}\xc6X\xc0\xeblm\x86\xc0YD@\x017\xe6\xd0}\xc6X\xc0\xeblm\x86\xc0YD@|\x01\x00\x00\x00\x017\xe6\xd0}\xc6X\xc0\xeblm\x86\xc0YD@\xfe',500
303,,Jiang,江,Dom,"SW of Xi Co 息縣, Henan",32.3428199,114.74024,"Xi 2.3, 5.7; Wen 3.4(C), 3.7(C), 3.6, 4.4(C), 4.6; Xuan 3.6",,,b'\x00\x01\xe6\x10\x00\x00:\xcc\x97\x17`\xaf\\@\x81u\xc1\x85\xe1+@@:\xcc\x97\x17`\xaf\\@\x81u\xc1\x85\xe1+@@|\x01\x00\x00\x00:\xcc\x97\x17`\xaf\\@\x81u\xc1\x85\xe1+@@\xfe',"604,622,622,622,621,621,656,653"
304,,Jiang,絳 (2),Cap of Jin 晉,"Modern Houma City 侯馬市, Shanxi",35.613861,111.364316,"Xiang 23.3; Zhao 1.8, 9.5; Ding 13.1, 13.2, 14.6. See map 3.",,,b'\x00\x01\xe6\x10\x00\x006Z\x0e\xf4P\xd7[@\x1a\xa5K\xff\x92\xceA@6Z\x0e\xf4P\xd7[@\x1a\xa5K\xff\x92\xceA@|\x01\x00\x00\x006Z\x0e\xf4P\xd7[@\x1a\xa5K\xff\x92\xceA@\xfe',"495,495,494,539,531,548"
305,,Jiantu,踐土,Zheng,"SW of Yuanyang Co 原陽縣, Henan",35.052761,113.967907,"Xi 28.8(C), 28.3, 29.2; Xiang 20.4; Zhao 4.3, 25.3; Ding 1.1, 4.1. See map 3.",,,b'\x00\x01\xe6\x10\x00\x00r\xa430\xf2}\\@\x8b\xc0X\xdf\xc0\x86A@r\xa430\xf2}\\@\x8b\xc0X\xdf\xc0\x86A@|\x01\x00\x00\x00r\xa430\xf2}\\@\x8b\xc0X\xdf\xc0\x86A@\xfe',"507,504,536,515,551,630,630,629"
306,,Jiao . .,郊 (1),Zhou,"Near Gong Co 鞏縣, Henan.",34.7479799,113.02206,"Zhao 12.8, 22.5, 23.4(C), 23.1, 26.9",,,"b'\x00\x01\xe6\x10\x00\x00/\xa3XniA\\@]H,\xce\xbd_A@/\xa3XniA\\@]H,\xce\xbd_A@|\x01\x00\x00\x00/\xa3XniA\\@]H,\xce\xbd_A@\xfe'","528,518,517,517,514"
307,,Jiao,郊 (2),Jin,"Possibly same as Hao 鄗 In Wenxi Co 聞喜縣, Shanxi.",35.406317,111.341279,Wen 3.4,,,b'\x00\x01\xe6\x10\x00\x00\xf1\xf3\xdf\x83\xd7\xd5[@\x88g\t2\x02\xb4A@\xf1\xf3\xdf\x83\xd7\xd5[@\x88g\t2\x02\xb4A@|\x01\x00\x00\x00\xf1\xf3\xdf\x83\xd7\xd5[@\x88g\t2\x02\xb4A@\xfe',622
308,,Jiao,郊 (3),Lu,Unk,35.77757000000008,117.80171999999992,"Ai 11.1, 11.3",,,b'\x00\x01\xe6\x10\x00\x00\x017\xe6\xd0}\xc6X\xc0\xeblm\x86\xc0YD@\x017\xe6\xd0}\xc6X\xc0\xeblm\x86\xc0YD@|\x01\x00\x00\x00\x017\xe6\xd0}\xc6X\xc0\xeblm\x86\xc0YD@\xfe',"483,483"
309,,Jiao,郊 (4),Cao,"In Heze Co 菏澤縣, Shandong",35.15129,115.50733,Ding 12.1,,,b'\x00\x01\xe6\x10\x00\x00\xe6\x91?\x18x\xe0\\@\x1e\x1b\x81x]\x93A@\xe6\x91?\x18x\xe0\\@\x1e\x1b\x81x]\x93A@|\x01\x00\x00\x00\xe6\x91?\x18x\xe0\\@\x1e\x1b\x81x]\x93A@\xfe',496
310,,Jiao,焦 (1),"Dom, later Jin","Modern Sanmenxia City 三門峽市, Henan",34.7727068,111.2000526,Xi 30.3; Xuan 2.2; Xiang 29.11; Zhao 22.5.,,,b'\x00\x01\xe6\x10\x00\x00\xb5\x9ek\xa9\xcd\xcc[@\xcb\xb2q\x0e\xe8bA@\xb5\x9ek\xa9\xcd\xcc[@\xcb\xb2q\x0e\xe8bA@|\x01\x00\x00\x00\xb5\x9ek\xa9\xcd\xcc[@\xcb\xb2q\x0e\xe8bA@\xfe',"518,542,605,628"
311,,"Jiao ,",焦 (2).,Chen later Chu.,"Modern Bo Co 亳縣, Anhui.",31.8615699,117.28565,Xi 23.3; Xiang 1.2,,,b'\x00\x01\xe6\x10\x00\x00\x8e\x06\xf0\x16HR]@\xce\xb7O\xd8\x8f\xdc?@\x8e\x06\xf0\x16HR]@\xce\xb7O\xd8\x8f\xdc?@|\x01\x00\x00\x00\x8e\x06\xf0\x16HR]@\xce\xb7O\xd8\x8f\xdc?@\xfe',"570,635"
312,,Jiao,絞 (1),"Dom, later Chu","NW of Yun Co 鄖縣, Hubei",32.8348799,110.81197,"Huan 11.2, 12.3, 12.4",,,b'\x00\x01\xe6\x10\x00\x00R\xd5\x04Q\xf7\xb3[@;K5X\xddj@@R\xd5\x04Q\xf7\xb3[@;K5X\xddj@@|\x01\x00\x00\x00R\xd5\x04Q\xf7\xb3[@;K5X\xddj@@\xfe',"699,698,698"
313,,Jiao,絞 (2),Zhu,"N of Teng Co 滕縣, Shandong",35.084021,117.164388,Ai 2.1,,,b'\x00\x01\xe6\x10\x00\x00\xb6\xf6>U\x85J]@\xaf\x96;3\xc1\x8aA@\xb6\xf6>U\x85J]@\xaf\x96;3\xc1\x8aA@|\x01\x00\x00\x00\xb6\xf6>U\x85J]@\xaf\x96;3\xc1\x8aA@\xfe',492
314,,Jiaogang,交剛,Jin,"Modern Xi Co 隰縣, Shanxi",36.6934399,110.94049,"Cheng 12.3(C), 12.3",,,b'\x00\x01\xe6\x10\x00\x00\xc3\r\xf8\xfc0\xbc[@\xea\x1e~\xa3\xc2XB@\xc3\r\xf8\xfc0\xbc[@\xea\x1e~\xa3\xc2XB@|\x01\x00\x00\x00\xc3\r\xf8\xfc0\xbc[@\xea\x1e~\xa3\xc2XB@\xfe',"577,577"
315,,Jiaoying,郊郢,Chu,"Modern Zhongxiang Co 鍾祥縣, Hubei",31.1679699,112.58817,Huan 11.2,,,b'\x00\x01\xe6\x10\x00\x00A\x9f\xc8\x93\xa4%\\@_6K\x13\x00+?@A\x9f\xc8\x93\xa4%\\@_6K\x13\x00+?@|\x01\x00\x00\x00A\x9f\xc8\x93\xa4%\\@_6K\x13\x00+?@\xfe',699
316,,Jie,解,Zhou,"S of Luoyang City 洛陽市, Henan",34.6181299,112.45402,Zhao 22.5,,,b'\x00\x01\xe6\x10\x00\x00\xb7\xee\xe6\xa9\x0e\x1d\\@\x02\x97l\xe1\x1eOA@\xb7\xee\xe6\xa9\x0e\x1d\\@\x02\x97l\xe1\x1eOA@|\x01\x00\x00\x00\xb7\xee\xe6\xa9\x0e\x1d\\@\x02\x97l\xe1\x1eOA@\xfe',518
317,,Jie,介,Dom,"S of Shandong, N of Xiao Co 蕭縣, Anhui",34.2940499,116.93133,Xi 30.5(C),,,b'\x00\x01\xe6\x10\x00\x00(\xf2$\xe9\x9a;]@/\xf2Wm\xa3%A@(\xf2$\xe9\x9a;]@/\xf2Wm\xa3%A@|\x01\x00\x00\x00(\xf2$\xe9\x9a;]@/\xf2Wm\xa3%A@\xfe',628
318,,Jiegen  . .,介根.,Qi,Unk,35.77757000000006,117.80172000000002,Xiang 24.6.,,,b'\x00\x01\xe6\x10\x00\x00\x017\xe6\xd0}\xc6X\xc0\xeblm\x86\xc0YD@\x017\xe6\xd0}\xc6X\xc0\xeblm\x86\xc0YD@|\x01\x00\x00\x00\x017\xe6\xd0}\xc6X\xc0\xeblm\x86\xc0YD@\xfe',547
319,,Jifu,雞父,Chu,"SE of Gushi Co 固始縣, Henan",32.01118,115.64366,"Zhao 23.7(C), 23.5",,,b'\x00\x01\xe6\x10\x00\x00\x93o\xb6\xb91\xe9\\@E/\xa3Xn\x01@@\x93o\xb6\xb91\xe9\\@E/\xa3Xn\x01@@|\x01\x00\x00\x00\x93o\xb6\xb91\xe9\\@E/\xa3Xn\x01@@\xfe',"517,517"
320,,Jiling,踖陵,"Huang, later Chu","SW of Huangchuan Co 潢川縣, Henan",32.111142,115.103443,Zhuang 19.1.,,,b'\x00\x01\xe6\x10\x00\x00\x02\x80c\xcf\x9e\xc6\\@$\x9b\xab\xe69\x0e@@\x02\x80c\xcf\x9e\xc6\\@$\x9b\xab\xe69\x0e@@|\x01\x00\x00\x00\x02\x80c\xcf\x9e\xc6\\@$\x9b\xab\xe69\x0e@@\xfe',673
321,,Jima . .,羈馬,Jin,"S of Yongji Co 永濟縣, Shanxi.",34.8671599,110.44773,Wen 12.6; Cheng 13. 3,,,b'\x00\x01\xe6\x10\x00\x00\n\xdc\xba\x9b\xa7\x9c[@\x89sy\x18\xffnA@\n\xdc\xba\x9b\xa7\x9c[@\x89sy\x18\xffnA@|\x01\x00\x00\x00\n\xdc\xba\x9b\xa7\x9c[@\x89sy\x18\xffnA@\xfe',"576,586,613"
322,,Jin,津,Chu,"Near Jiangjincheng 江津成, S of Jiangling Co 江陵縣, Hubei",30.04166,112.42398,Zhuang 19.1.,,,"b'\x00\x01\xe6\x10\x00\x00\x1e\x8a\x02}""\x1b\\@&\x8d\xd1:\xaa\n>@\x1e\x8a\x02}""\x1b\\@&\x8d\xd1:\xaa\n>@|\x01\x00\x00\x00\x1e\x8a\x02}""\x1b\\@&\x8d\xd1:\xaa\n>@\xfe'",673
323,,Jin side of the Yellow River . .,河內,Jin,"Ji Co, 汲縣, Henan.",35.3984699,114.06459,Ding 13.1,,,"b'\x00\x01\xe6\x10\x00\x00\x83i\x18>""\x84\\@_x\xca\x0f\x01\xb3A@\x83i\x18>""\x84\\@_x\xca\x0f\x01\xb3A@|\x01\x00\x00\x00\x83i\x18>""\x84\\@_x\xca\x0f\x01\xb3A@\xfe'",495
324,,Jing,京 (1),Zheng,"SE of Xingyang Co 滎陽縣, Henan",34.7901604,113.410389,Yin 1.4,,,b'\x00\x01\xe6\x10\x00\x00\xd7h9\xd0CZ\\@\x11L\xda\xf9#eA@\xd7h9\xd0CZ\\@\x11L\xda\xf9#eA@|\x01\x00\x00\x00\xd7h9\xd0CZ\\@\x11L\xda\xf9#eA@\xfe',721
325,,Jing,京 (2),Zhou,"SW of Luonan City 洛南市, Shaanxi",34.0908202,110.1484195,Zhao 22.5,,,b'\x00\x01\xe6\x10\x00\x00\xad\xa5\x80\xb4\x7f\x89[@yh\x0e\xff\x9f\x0bA@\xad\xa5\x80\xb4\x7f\x89[@yh\x0e\xff\x9f\x0bA@|\x01\x00\x00\x00\xad\xa5\x80\xb4\x7f\x89[@yh\x0e\xff\x9f\x0bA@\xfe',518
326,,Jing,荊,Chu,Unk,35.777570000000104,117.80171999999985,"Zhuang 10.5(C), 14.3(C), 16.3(C), 28.3(C); Zhao 13.5",,,b'\x00\x01\xe6\x10\x00\x00\x017\xe6\xd0}\xc6X\xc0\xeblm\x86\xc0YD@\x017\xe6\xd0}\xc6X\xc0\xeblm\x86\xc0YD@|\x01\x00\x00\x00\x017\xe6\xd0}\xc6X\xc0\xeblm\x86\xc0YD@\xfe',"527,682,678,676,664"
327,,Jing,涇 (river),Qin,Unk,35.77756999999999,117.80172,Cheng 13.3; Xiang 14.3,,,b'\x00\x01\xe6\x10\x00\x00\x017\xe6\xd0}\xc6X\xc0\xeblm\x86\xc0YD@\x017\xe6\xd0}\xc6X\xc0\xeblm\x86\xc0YD@|\x01\x00\x00\x00\x017\xe6\xd0}\xc6X\xc0\xeblm\x86\xc0YD@\xfe',"557,576"
328,,Jingbo.,景亳,,"N of Shangqiu City 商丘市, Henan.",34.4142699,115.65635,Zhao 4.3.,,,b'\x00\x01\xe6\x10\x00\x00\xb2.n\xa3\x01\xea\\@\xcd\x1b\xcc\xcb\x065A@\xb2.n\xa3\x01\xea\\@\xcd\x1b\xcc\xcb\x065A@|\x01\x00\x00\x00\xb2.n\xa3\x01\xea\\@\xcd\x1b\xcc\xcb\x065A@\xfe',536
329,,Jingchu,京楚,Zhou,"Near Luoyang City 洛陽市, Henan",34.6181299,112.45402,Zhao 22.5,,,b'\x00\x01\xe6\x10\x00\x00\xb7\xee\xe6\xa9\x0e\x1d\\@\x02\x97l\xe1\x1eOA@\xb7\xee\xe6\xa9\x0e\x1d\\@\x02\x97l\xe1\x1eOA@|\x01\x00\x00\x00\xb7\xee\xe6\xa9\x0e\x1d\\@\x02\x97l\xe1\x1eOA@\xfe',518
330,,Jingshan,荊山 (mountain),Chu,"W of Nanzhang Co 南漳縣, Hubei",31.7747099,111.83902,"Zhao 4.1, 12.11.",,,"b'\x00\x01\xe6\x10\x00\x00(,\xf1\x80\xb2\xf5[@/cTcS\xc6?@(,\xf1\x80\xb2\xf5[@/cTcS\xc6?@|\x01\x00\x00\x00(,\xf1\x80\xb2\xf5[@/cTcS\xc6?@\xfe'","536,528"
331,,Jingzi . .,京茲,Qi,"SE of Pingyin Co 平陰縣, Shandong.",36.27467,116.48559,Xiang 18.3,,,b'\x00\x01\xe6\x10\x00\x00\xf0P\x14\xe8\x13\x1f]@\x9e\x98\xf5b(#B@\xf0P\x14\xe8\x13\x1f]@\x9e\x98\xf5b(#B@|\x01\x00\x00\x00\xf0P\x14\xe8\x13\x1f]@\x9e\x98\xf5b(#B@\xfe',553
332,,Jinxiang,祲祥,Lu,"In Qufu Co 曲阜縣, Shandong",35.53986,117.04719,"Zhao 11.7(C), 11.4",,,b'\x00\x01\xe6\x10\x00\x00\xb0\xac4)\x05C]@\x935\xea!\x1a\xc5A@\xb0\xac4)\x05C]@\x935\xea!\x1a\xc5A@|\x01\x00\x00\x00\xb0\xac4)\x05C]@\x935\xea!\x1a\xc5A@\xfe',"529,529"
333,,Jinyang,晉陽,Jin,"SW of Taiyuan City 太原市, Shanxi",37.8705899,112.55067,"Ding 13.5(C), 13.2",,,"b'\x00\x01\xe6\x10\x00\x00\xda8b->#\\@,]f}o\xefB@\xda8b->#\\@,]f}o\xefB@|\x01\x00\x00\x00\xda8b->#\\@,]f}o\xefB@\xfe'","495,495"
334,,Jinyin,堇陰,Jin,"E of Linyi Co 臨猗縣, Shanxi",35.1447099,110.77408,"Wen 7.4, 8.7",,,"b""\x00\x01\xe6\x10\x00\x006\x1f\xd7\x86\x8a\xb1[@'\xf4\x9f\xda\x85\x92A@6\x1f\xd7\x86\x8a\xb1[@'\xf4\x9f\xda\x85\x92A@|\x01\x00\x00\x006\x1f\xd7\x86\x8a\xb1[@'\xf4\x9f\xda\x85\x92A@\xfe""","618,617"
335,,Jipu,棘蒲,Jin,"Zhao Co 趙縣, Hebei",37.7563099,114.77616,Ai 1.5,,,b'\x00\x01\xe6\x10\x00\x00\xa8\x1d\xfe\x9a\xac\xb1\\@\r\x12G\xc3\xce\xe0B@\xa8\x1d\xfe\x9a\xac\xb1\\@\r\x12G\xc3\xce\xe0B@|\x01\x00\x00\x00\xa8\x1d\xfe\x9a\xac\xb1\\@\r\x12G\xc3\xce\xe0B@\xfe',493
336,,Jiquan,谿泉,Zhou,"SE of Luoyang City 洛陽市, Henan",34.6181299,112.45402,Zhao 22.5,,,b'\x00\x01\xe6\x10\x00\x00\xb7\xee\xe6\xa9\x0e\x1d\\@\x02\x97l\xe1\x1eOA@\xb7\xee\xe6\xa9\x0e\x1d\\@\x02\x97l\xe1\x1eOA@|\x01\x00\x00\x00\xb7\xee\xe6\xa9\x0e\x1d\\@\x02\x97l\xe1\x1eOA@\xfe',518
337,,Jisui,濟隧,Zheng,"A tributary of a former course of the Yellow River W of Yuanyang Co 原陽縣, Henan",35.052761,113.967907,Xiang 11.3,,,b'\x00\x01\xe6\x10\x00\x00r\xa430\xf2}\\@\x8b\xc0X\xdf\xc0\x86A@r\xa430\xf2}\\@\x8b\xc0X\xdf\xc0\x86A@|\x01\x00\x00\x00r\xa430\xf2}\\@\x8b\xc0X\xdf\xc0\x86A@\xfe',560
338,,Jiucui,臼衰,Jin,"NW of Former Jie Co 解縣, Shanxi",37.8734299,112.56272,Xi 24.1,,,b'\x00\x01\xe6\x10\x00\x00\x873\xbf\x9a\x03$\\@\x9d\xec\x0b\x8d\xcc\xefB@\x873\xbf\x9a\x03$\\@\x9d\xec\x0b\x8d\xcc\xefB@|\x01\x00\x00\x00\x873\xbf\x9a\x03$\\@\x9d\xec\x0b\x8d\xcc\xefB@\xfe',634
339,,Jiuxu,舊許,"Xu, old territory",Unk,40.7011879,-99.1014292,Xiang 11.3; Zhao 12.11,,,b'\x00\x01\xe6\x10\x00\x00\x017\xe6\xd0}\xc6X\xc0\xeblm\x86\xc0YD@\x017\xe6\xd0}\xc6X\xc0\xeblm\x86\xc0YD@|\x01\x00\x00\x00\x017\xe6\xd0}\xc6X\xc0\xeblm\x86\xc0YD@\xfe',"528,560"
340,,Jiuzi,鳩茲,Wu,"SE of Wuhu Co 蕪湖縣, Anhui",31.2354799,118.63601,Xiang 3.1,,,b'\x00\x01\xe6\x10\x00\x00t{Ic\xb4\xa8]@\x88]%iH<?@t{Ic\xb4\xa8]@\x88]%iH<?@|\x01\x00\x00\x00t{Ic\xb4\xa8]@\x88]%iH<?@\xfe',568
341,,Jiwei,棘圍,Chu,Unk,35.777570000000104,117.80171999999985,Zhao 13.2,,,b'\x00\x01\xe6\x10\x00\x00\x017\xe6\xd0}\xc6X\xc0\xeblm\x86\xc0YD@\x017\xe6\xd0}\xc6X\xc0\xeblm\x86\xc0YD@|\x01\x00\x00\x00\x017\xe6\xd0}\xc6X\xc0\xeblm\x86\xc0YD@\xfe',527
342,,Jixia,棘下,"Lu, within cap walls",Unk,40.7011879,-99.1014292,Ding 8.10,,,b'\x00\x01\xe6\x10\x00\x00\x017\xe6\xd0}\xc6X\xc0\xeblm\x86\xc0YD@\x017\xe6\xd0}\xc6X\xc0\xeblm\x86\xc0YD@|\x01\x00\x00\x00\x017\xe6\xd0}\xc6X\xc0\xeblm\x86\xc0YD@\xfe',500
343,,Jizhang,紀鄣 / Ji 紀 / Jipeng 紀彭,Ju,"N of Ganyu Co 贛榆縣, Jiangsu",34.8423299,119.10629,See also Zhang 鄣. Zhao 19.7,,,b'\x00\x01\xe6\x10\x00\x00\x14y\x92t\xcd\xc6]@\xb3xVw\xd1kA@\x14y\x92t\xcd\xc6]@\xb3xVw\xd1kA@|\x01\x00\x00\x00\x14y\x92t\xcd\xc6]@\xb3xVw\xd1kA@\xfe',521
344,,Ju,莒 (1),Dom,"First cap Jiegen 介根, SW of Jiao Co 膠線, Shandong Later cap Ju 莒, modern Ju Co 莒縣, Shandong.",35.652263,118.840515,Yin 2.2(C) et passim. See map 2,,,b'\x00\x01\xe6\x10\x00\x00\t3m\xff\xca\xb5]@\x07\xb2\x9eZ}\xd3A@\t3m\xff\xca\xb5]@\x07\xb2\x9eZ}\xd3A@|\x01\x00\x00\x00\t3m\xff\xca\xb5]@\x07\xb2\x9eZ}\xd3A@\xfe',720
345,,Ju,莒 (2),Qi,Unk,35.77757000000006,117.80172000000002,"Zhao 3.10, 10.2",,,b'\x00\x01\xe6\x10\x00\x00\x017\xe6\xd0}\xc6X\xc0\xeblm\x86\xc0YD@\x017\xe6\xd0}\xc6X\xc0\xeblm\x86\xc0YD@|\x01\x00\x00\x00\x017\xe6\xd0}\xc6X\xc0\xeblm\x86\xc0YD@\xfe',"537,530"
346,,Ju,莒 (3),Zhou,Unk,35.777570000000054,117.80172000000002,Zhao 26.9,,,b'\x00\x01\xe6\x10\x00\x00\x017\xe6\xd0}\xc6X\xc0\xeblm\x86\xc0YD@\x017\xe6\xd0}\xc6X\xc0\xeblm\x86\xc0YD@|\x01\x00\x00\x00\x017\xe6\xd0}\xc6X\xc0\xeblm\x86\xc0YD@\xfe',514
347,,Ju,郹,Cai,"In Shangcai Co 上蔡縣, Henan",33.26913,114.26963,Zhao 23.7,,,b'\x00\x01\xe6\x10\x00\x00P\x010\x9eA\x91\\@\xad/\x12\xdar\xa2@@P\x010\x9eA\x91\\@\xad/\x12\xdar\xa2@@|\x01\x00\x00\x00P\x010\x9eA\x91\\@\xad/\x12\xdar\xa2@@\xfe',517
348,,Ju,聚,Jin,"SE of Jiang Co 絳縣, Shanxi",35.4914599,111.56878,Zhuang 25.4,,,b'\x00\x01\xe6\x10\x00\x00\x9c\xa7:\xe4f\xe4[@\xd1\xe5r(\xe8\xbeA@\x9c\xa7:\xe4f\xe4[@\xd1\xe5r(\xe8\xbeA@|\x01\x00\x00\x00\x9c\xa7:\xe4f\xe4[@\xd1\xe5r(\xe8\xbeA@\xfe',667
349,,Ju Dam,湨梁,Jin,"W of Jiyuan Co 濟源縣, Henan",35.0745099,112.60383,"Xiang 16.2(C), 16.1, 18.3, 22.2",,,b'\x00\x01\xe6\x10\x00\x00\xff\x95\x95&\xa5&\\@7\xddW\x8a\x89\x89A@\xff\x95\x95&\xa5&\\@7\xddW\x8a\x89\x89A@|\x01\x00\x00\x00\xff\x95\x95&\xa5&\\@7\xddW\x8a\x89\x89A@\xfe',"555,555,553,549"
350,,Juan,鄄 (1),Zhou,Unk,35.777570000000054,117.80172000000002,Cheng 11.5,,,b'\x00\x01\xe6\x10\x00\x00\x017\xe6\xd0}\xc6X\xc0\xeblm\x86\xc0YD@\x017\xe6\xd0}\xc6X\xc0\xeblm\x86\xc0YD@|\x01\x00\x00\x00\x017\xe6\xd0}\xc6X\xc0\xeblm\x86\xc0YD@\xfe',578
351,,Juan,鄄 (2),Wei,"NW of Juancheng Co 鄄城縣, Shandong",35.54971,115.59926,"Zhuang 14.4(C), 14.4, 15.1(C), 19.3(C); Xiang 14.4; Zhao 20.4; Ai 17.5, 25.1",,,b'\x00\x01\xe6\x10\x00\x00Cs\x9dFZ\xe6\\@_$\xb4\xe5\\\xc6A@Cs\x9dFZ\xe6\\@_$\xb4\xe5\\\xc6A@|\x01\x00\x00\x00Cs\x9dFZ\xe6\\@_$\xb4\xe5\\\xc6A@\xfe',"477,469,520,557,678,678,677,673"
352,,Juanchu,卷楚,Jin,"SW of Jiyuan Co 濟源縣, Henan",35.0745099,112.60383,Xuan 17.1,,,b'\x00\x01\xe6\x10\x00\x00\xff\x95\x95&\xa5&\\@7\xddW\x8a\x89\x89A@\xff\x95\x95&\xa5&\\@7\xddW\x8a\x89\x89A@|\x01\x00\x00\x00\xff\x95\x95&\xa5&\\@7\xddW\x8a\x89\x89A@\xfe',590
353,,Juemo,厥貉,Que,"In Xiangcheng Co 項城縣, Henan",33.43374,114.81779,"Wen 10.7(C), 10.5, 10.6",,,b'\x00\x01\xe6\x10\x00\x00\xbc?\xde\xabV\xb4\\@\xc8{\xd5\xca\x84\xb7@@\xbc?\xde\xabV\xb4\\@\xc8{\xd5\xca\x84\xb7@@|\x01\x00\x00\x00\xbc?\xde\xabV\xb4\\@\xc8{\xd5\xca\x84\xb7@@\xfe',"615,615,615"
354,,Jueyin . .,厥憖,Wei,"In Xinxiang Co 新鄉縣, Henan.",35.1907899,113.80516,"Zhao 11.8(C), 11.5.",,,b'\x00\x01\xe6\x10\x00\x00\x08\x03\xcf\xbd\x87s\\@\x1ct\xae\xcdk\x98A@\x08\x03\xcf\xbd\x87s\\@\x1ct\xae\xcdk\x98A@|\x01\x00\x00\x00\x08\x03\xcf\xbd\x87s\\@\x1ct\xae\xcdk\x98A@\xfe',"529,529"
355,,Jufu,莒父,Lu,"Modern Ju Co 莒縣, Shandong",35.5799699,118.83687,Ding 14.15(C),,,b'\x00\x01\xe6\x10\x00\x00:@0G\x8f\xb5]@\x0b\x95$t<\xcaA@:@0G\x8f\xb5]@\x0b\x95$t<\xcaA@|\x01\x00\x00\x00:@0G\x8f\xb5]@\x0b\x95$t<\xcaA@\xfe',494
356,,Juju,鞫居,Wei,Unk,35.77757000000004,117.80172000000007,Cheng 2.2,,,b'\x00\x01\xe6\x10\x00\x00\x017\xe6\xd0}\xc6X\xc0\xeblm\x86\xc0YD@\x017\xe6\xd0}\xc6X\xc0\xeblm\x86\xc0YD@|\x01\x00\x00\x00\x017\xe6\xd0}\xc6X\xc0\xeblm\x86\xc0YD@\xfe',587
357,,Jumeng,句鼆,Lu,Unk,35.77757000000008,117.80171999999992,Wen 15.4,,,b'\x00\x01\xe6\x10\x00\x00\x017\xe6\xd0}\xc6X\xc0\xeblm\x86\xc0YD@\x017\xe6\xd0}\xc6X\xc0\xeblm\x86\xc0YD@|\x01\x00\x00\x00\x017\xe6\xd0}\xc6X\xc0\xeblm\x86\xc0YD@\xfe',610
358,,Jun,麇 (1),Chu,"In Jingshan Co 京山縣 and Tianmen Co 天門縣, Hubei",30.6633899,113.16614,"Ding 5.5, 5.7.",,,b'\x00\x01\xe6\x10\x00\x00\xad\xa3\xaa\t\xa2J\\@(\xff\xa4\xeb\xd3\xa9>@\xad\xa3\xaa\t\xa2J\\@(\xff\xa4\xeb\xd3\xa9>@|\x01\x00\x00\x00\xad\xa3\xaa\t\xa2J\\@(\xff\xa4\xeb\xd3\xa9>@\xfe',"503,503"
359,,Jun .,麇 (2),,"Dom. Modern Yun Co 鄖縣, Hubei.",32.8348799,110.81197,"Wen 11.1, 16.4",,,b'\x00\x01\xe6\x10\x00\x00R\xd5\x04Q\xf7\xb3[@;K5X\xddj@@R\xd5\x04Q\xf7\xb3[@;K5X\xddj@@|\x01\x00\x00\x00R\xd5\x04Q\xf7\xb3[@;K5X\xddj@@\xfe',"614,609"
360,,Junxiang,軍祥,Chu,"SW of Sui Co 隨縣, Hebei",32.369777,113.184864,Ding 5.5,,,b'\x00\x01\xe6\x10\x00\x00L\x8d\xd0\xcf\xd4K\\@\x10\xe8L\xdaT/@@L\x8d\xd0\xcf\xd4K\\@\x10\xe8L\xdaT/@@|\x01\x00\x00\x00L\x8d\xd0\xcf\xd4K\\@\x10\xe8L\xdaT/@@\xfe',503
361,,Juyu,且于,Ju,"In Ju Co 莒縣, Shandong",35.5799699,118.83687,"Xiang 23.7, 25.2",,,b'\x00\x01\xe6\x10\x00\x00:@0G\x8f\xb5]@\x0b\x95$t<\xcaA@:@0G\x8f\xb5]@\x0b\x95$t<\xcaA@|\x01\x00\x00\x00:@0G\x8f\xb5]@\x0b\x95$t<\xcaA@\xfe',"548,546"
362,,Juzhi. .,且知,Lu,"Near Yuncheng Co 鄆城縣, Shandong.",35.4139399,115.83012,Zhao 27.5.,,,b'\x00\x01\xe6\x10\x00\x00Z\xf0\xa2\xaf \xf5\\@8\x81\x8e\xfb\xfb\xb4A@Z\xf0\xa2\xaf \xf5\\@8\x81\x8e\xfb\xfb\xb4A@|\x01\x00\x00\x00Z\xf0\xa2\xaf \xf5\\@8\x81\x8e\xfb\xfb\xb4A@\xfe',513
363,,Kan,闞,Lu,"In an area covered by modern Nanwang Lake 南旺湖, Shandong",35.584887,116.367319,"Huan 11.7(C); Zhao 25.6, 32.2(C).",,,"b""\x00\x01\xe6\x10\x00\x00\xc3\x0c\x8d'\x82\x17]@\x83m\xc4\x93\xdd\xcaA@\xc3\x0c\x8d'\x82\x17]@\x83m\xc4\x93\xdd\xcaA@|\x01\x00\x00\x00\xc3\x0c\x8d'\x82\x17]@\x83m\xc4\x93\xdd\xcaA@\xfe""","515,508,699"
